Dia,Mes,Anio,Hora,SO2 ,NO ,PM10,O3 ,CO mg/m3,Benceno,Tolueno,Xileno,NO2 
4,1,2010,17.00,10.00,4.00,34.00,69.00,0.70,1.00,1.00,2.00,18.00
4,1,2010,18.00,11.00,2.00,34.00,67.00,0.80,2.00,1.00,2.00,17.00
4,1,2010,19.00,13.00,4.00,33.00,67.00,0.80,2.00,2.00,2.00,20.00
4,1,2010,20.00,13.00,6.00,35.00,63.00,0.70,2.00,3.00,2.00,25.00
4,1,2010,21.00,11.00,3.00,38.00,56.00,0.70,2.00,4.00,2.00,26.00
4,1,2010,22.00,12.00,3.00,32.00,52.00,0.70,2.00,2.00,2.00,28.00
4,1,2010,23.00,13.00,4.00,29.00,56.00,0.70,2.00,4.00,2.00,27.00
4,1,2010,24.00,10.00,1.00,22.00,75.00,0.50,2.00,3.00,2.00,8.00
5,1,2010,2.00,11.00,3.00,14.00,79.00,0.30,2.00,2.00,2.00,6.00
5,1,2010,3.00,16.00,1.00,17.00,82.00,0.50,2.00,346.00,2.00,3.00
5,1,2010,4.00,13.00,1.00,14.00,82.00,0.40,2.00,367.00,2.00,1.00
