id,season,round,localTeam,visitorTeam,localGoals,visitorGoals,resultLocal,resultVisitor
1,1970-71,1,Atletico de Bilbao,Barcelona,1,1,E,E
2,1970-71,1,Las Palmas,Atletico de Madrid,1,1,E,E
3,1970-71,1,Real Madrid,Valencia,2,0,G,P
4,1970-71,1,Celta de Vigo,Sporting de Gijon,2,0,G,P
5,1970-71,1,Elche,Granada,1,1,E,E
6,1970-71,1,Espanol,Sevilla,0,1,P,G
7,1970-71,1,Sabadell,Real Sociedad,0,0,E,E
8,1970-71,1,Zaragoza,CD Malaga,0,0,E,E
9,1970-71,2,Valencia,Las Palmas,5,1,G,P
10,1970-71,2,Atletico de Madrid,Atletico de Bilbao,2,0,G,P
11,1970-71,2,Barcelona,Zaragoza,5,2,G,P
12,1970-71,2,Sporting de Gijon,Sabadell,3,2,G,P
13,1970-71,2,Granada,Espanol,1,0,G,P
14,1970-71,2,CD Malaga,Celta de Vigo,2,1,G,P
15,1970-71,2,Real Sociedad,Elche,2,0,G,P
16,1970-71,2,Sevilla,Real Madrid,3,1,G,P
17,1970-71,3,Las Palmas,Atletico de Bilbao,1,1,E,E
18,1970-71,3,Real Madrid,Granada,3,2,G,P
19,1970-71,3,Valencia,Sevilla,0,1,P,G
20,1970-71,3,Celta de Vigo,Barcelona,1,1,E,E
21,1970-71,3,Elche,Sporting de Gijon,5,0,G,P
22,1970-71,3,Espanol,Real Sociedad,0,0,E,E
23,1970-71,3,Sabadell,CD Malaga,5,2,G,P
24,1970-71,3,Zaragoza,Atletico de Madrid,0,1,P,G
25,1970-71,4,Atletico de Bilbao,Zaragoza,3,0,G,P
26,1970-71,4,Atletico de Madrid,Celta de Vigo,3,1,G,P
27,1970-71,4,Barcelona,Sabadell,4,1,G,P
28,1970-71,4,Sporting de Gijon,Espanol,0,1,P,G
29,1970-71,4,Granada,Valencia,2,2,E,E
30,1970-71,4,Las Palmas,Sevilla,0,0,E,E
31,1970-71,4,CD Malaga,Elche,1,0,G,P
32,1970-71,4,Real Sociedad,Real Madrid,0,0,E,E
33,1970-71,5,Celta de Vigo,Atletico de Bilbao,2,1,G,P
34,1970-71,5,Elche,Barcelona,0,1,P,G
35,1970-71,5,Espanol,CD Malaga,1,1,E,E
36,1970-71,5,Real Madrid,Sporting de Gijon,1,1,E,E
37,1970-71,5,Sabadell,Atletico de Madrid,0,2,P,G
38,1970-71,5,Sevilla,Granada,1,0,G,P
39,1970-71,5,Valencia,Real Sociedad,0,0,E,E
40,1970-71,5,Zaragoza,Las Palmas,1,1,E,E
41,1970-71,6,Atletico de Bilbao,Sabadell,1,0,G,P
42,1970-71,6,Atletico de Madrid,Elche,3,1,G,P
43,1970-71,6,Barcelona,Espanol,3,0,G,P
44,1970-71,6,Sporting de Gijon,Valencia,0,1,P,G
45,1970-71,6,Granada,Las Palmas,1,0,G,P
46,1970-71,6,CD Malaga,Real Madrid,0,2,P,G
47,1970-71,6,Real Sociedad,Sevilla,1,0,G,P
48,1970-71,6,Zaragoza,Celta de Vigo,0,0,E,E
49,1970-71,7,Elche,Atletico de Bilbao,1,1,E,E
50,1970-71,7,Espanol,Atletico de Madrid,0,0,E,E
51,1970-71,7,Granada,Real Sociedad,2,0,G,P
52,1970-71,7,Las Palmas,Celta de Vigo,1,2,P,G
53,1970-71,7,Real Madrid,Barcelona,0,1,P,G
54,1970-71,7,Sabadell,Zaragoza,2,1,G,P
55,1970-71,7,Sevilla,Sporting de Gijon,1,1,E,E
56,1970-71,7,Valencia,CD Malaga,1,0,G,P
57,1970-71,8,Barcelona,Valencia,0,2,P,G
58,1970-71,8,Atletico de Bilbao,Espanol,2,0,G,P
59,1970-71,8,Atletico de Madrid,Real Madrid,2,2,E,E
60,1970-71,8,Celta de Vigo,Sabadell,1,0,G,P
61,1970-71,8,Sporting de Gijon,Granada,3,2,G,P
62,1970-71,8,Las Palmas,Real Sociedad,4,2,G,P
63,1970-71,8,CD Malaga,Sevilla,1,1,E,E
64,1970-71,8,Zaragoza,Elche,1,1,E,E
65,1970-71,9,Elche,Celta de Vigo,1,1,E,E
66,1970-71,9,Espanol,Zaragoza,0,0,E,E
67,1970-71,9,Granada,CD Malaga,1,1,E,E
68,1970-71,9,Real Sociedad,Sporting de Gijon,3,1,G,P
69,1970-71,9,Real Madrid,Atletico de Bilbao,1,2,P,G
70,1970-71,9,Sabadell,Las Palmas,0,0,E,E
71,1970-71,9,Sevilla,Barcelona,0,1,P,G
72,1970-71,9,Valencia,Atletico de Madrid,1,0,G,P
73,1970-71,10,Atletico de Bilbao,Valencia,0,0,E,E
74,1970-71,10,Atletico de Madrid,Sevilla,4,1,G,P
75,1970-71,10,Barcelona,Granada,2,1,G,P
76,1970-71,10,Celta de Vigo,Espanol,1,0,G,P
77,1970-71,10,Las Palmas,Sporting de Gijon,1,2,P,G
78,1970-71,10,CD Malaga,Real Sociedad,0,0,E,E
79,1970-71,10,Sabadell,Elche,1,0,G,P
80,1970-71,10,Zaragoza,Real Madrid,0,5,P,G
81,1970-71,11,Espanol,Sabadell,3,1,G,P
82,1970-71,11,Sporting de Gijon,CD Malaga,3,0,G,P
83,1970-71,11,Granada,Atletico de Madrid,0,0,E,E
84,1970-71,11,Las Palmas,Elche,2,2,E,E
85,1970-71,11,Real Sociedad,Barcelona,1,0,G,P
86,1970-71,11,Real Madrid,Celta de Vigo,4,0,G,P
87,1970-71,11,Sevilla,Atletico de Bilbao,3,2,G,P
88,1970-71,11,Valencia,Zaragoza,2,0,G,P
89,1970-71,12,Atletico de Bilbao,Granada,3,0,G,P
90,1970-71,12,Atletico de Madrid,Real Sociedad,1,0,G,P
91,1970-71,12,Barcelona,Sporting de Gijon,2,0,G,P
92,1970-71,12,Celta de Vigo,Valencia,1,0,G,P
93,1970-71,12,Elche,Espanol,1,1,E,E
94,1970-71,12,CD Malaga,Las Palmas,1,1,E,E
95,1970-71,12,Sabadell,Real Madrid,1,1,E,E
96,1970-71,12,Zaragoza,Sevilla,4,1,G,P
97,1970-71,13,Espanol,Las Palmas,2,1,G,P
98,1970-71,13,Sporting de Gijon,Atletico de Madrid,1,1,E,E
99,1970-71,13,Granada,Zaragoza,3,0,G,P
100,1970-71,13,CD Malaga,Barcelona,0,1,P,G
101,1970-71,13,Real Sociedad,Atletico de Bilbao,2,1,G,P
102,1970-71,13,Real Madrid,Elche,1,1,E,E
103,1970-71,13,Sevilla,Celta de Vigo,2,1,G,P
104,1970-71,13,Valencia,Sabadell,2,1,G,P
105,1970-71,14,Atletico de Bilbao,Sporting de Gijon,3,0,G,P
106,1970-71,14,Atletico de Madrid,CD Malaga,2,1,G,P
107,1970-71,14,Celta de Vigo,Granada,2,0,G,P
108,1970-71,14,Elche,Valencia,1,3,P,G
109,1970-71,14,Espanol,Real Madrid,0,1,P,G
110,1970-71,14,Las Palmas,Barcelona,3,2,G,P
111,1970-71,14,Sabadell,Sevilla,2,1,G,P
112,1970-71,14,Zaragoza,Real Sociedad,1,0,G,P
113,1970-71,15,Barcelona,Atletico de Madrid,2,0,G,P
114,1970-71,15,Sporting de Gijon,Zaragoza,1,1,E,E
115,1970-71,15,Granada,Sabadell,3,1,G,P
116,1970-71,15,CD Malaga,Atletico de Bilbao,3,3,E,E
117,1970-71,15,Real Sociedad,Celta de Vigo,1,3,P,G
118,1970-71,15,Real Madrid,Las Palmas,4,2,G,P
119,1970-71,15,Sevilla,Elche,2,1,G,P
120,1970-71,15,Valencia,Espanol,2,1,G,P
121,1970-71,16,Atletico de Madrid,Las Palmas,2,1,G,P
122,1970-71,16,Barcelona,Atletico de Bilbao,0,1,P,G
123,1970-71,16,Sporting de Gijon,Celta de Vigo,4,0,G,P
124,1970-71,16,Granada,Elche,3,1,G,P
125,1970-71,16,CD Malaga,Zaragoza,1,0,G,P
126,1970-71,16,Real Sociedad,Sabadell,2,0,G,P
127,1970-71,16,Sevilla,Espanol,1,0,G,P
128,1970-71,16,Valencia,Real Madrid,1,0,G,P
129,1970-71,17,Atletico de Bilbao,Atletico de Madrid,1,0,G,P
130,1970-71,17,Celta de Vigo,CD Malaga,0,0,E,E
131,1970-71,17,Elche,Real Sociedad,1,2,P,G
132,1970-71,17,Espanol,Granada,1,0,G,P
133,1970-71,17,Las Palmas,Valencia,0,0,E,E
134,1970-71,17,Real Madrid,Sevilla,4,0,G,P
135,1970-71,17,Sabadell,Sporting de Gijon,2,1,G,P
136,1970-71,17,Zaragoza,Barcelona,1,2,P,G
137,1970-71,18,Atletico de Bilbao,Las Palmas,1,0,G,P
138,1970-71,18,Atletico de Madrid,Zaragoza,3,0,G,P
139,1970-71,18,Barcelona,Celta de Vigo,2,1,G,P
140,1970-71,18,Sporting de Gijon,Elche,3,1,G,P
141,1970-71,18,Granada,Real Madrid,2,0,G,P
142,1970-71,18,CD Malaga,Sabadell,1,0,G,P
143,1970-71,18,Real Sociedad,Espanol,1,0,G,P
144,1970-71,18,Sevilla,Valencia,2,2,E,E
145,1970-71,19,Celta de Vigo,Atletico de Madrid,3,2,G,P
146,1970-71,19,Elche,CD Malaga,1,1,E,E
147,1970-71,19,Espanol,Sporting de Gijon,2,0,G,P
148,1970-71,19,Real Madrid,Real Sociedad,1,0,G,P
149,1970-71,19,Sabadell,Barcelona,2,1,G,P
150,1970-71,19,Sevilla,Las Palmas,3,1,G,P
151,1970-71,19,Valencia,Granada,2,1,G,P
152,1970-71,19,Zaragoza,Atletico de Bilbao,1,2,P,G
153,1970-71,20,Atletico de Bilbao,Celta de Vigo,2,0,G,P
154,1970-71,20,Atletico de Madrid,Sabadell,4,1,G,P
155,1970-71,20,Barcelona,Elche,0,0,E,E
156,1970-71,20,Sporting de Gijon,Real Madrid,0,1,P,G
157,1970-71,20,Granada,Sevilla,0,0,E,E
158,1970-71,20,Las Palmas,Zaragoza,4,0,G,P
159,1970-71,20,CD Malaga,Espanol,0,0,E,E
160,1970-71,20,Real Sociedad,Valencia,0,0,E,E
161,1970-71,21,Celta de Vigo,Zaragoza,2,0,G,P
162,1970-71,21,Elche,Atletico de Madrid,0,4,P,G
163,1970-71,21,Espanol,Barcelona,0,1,P,G
164,1970-71,21,Las Palmas,Granada,2,0,G,P
165,1970-71,21,Real Madrid,CD Malaga,2,2,E,E
166,1970-71,21,Sabadell,Atletico de Bilbao,1,0,G,P
167,1970-71,21,Sevilla,Real Sociedad,1,0,G,P
168,1970-71,21,Valencia,Sporting de Gijon,1,0,G,P
169,1970-71,22,Atletico de Bilbao,Elche,2,0,G,P
170,1970-71,22,Atletico de Madrid,Espanol,3,0,G,P
171,1970-71,22,Barcelona,Real Madrid,0,1,P,G
172,1970-71,22,Celta de Vigo,Las Palmas,1,0,G,P
173,1970-71,22,Sporting de Gijon,Sevilla,4,0,G,P
174,1970-71,22,CD Malaga,Valencia,0,1,P,G
175,1970-71,22,Real Sociedad,Granada,1,1,E,E
176,1970-71,22,Zaragoza,Sabadell,3,1,G,P
177,1970-71,23,Elche,Zaragoza,2,1,G,P
178,1970-71,23,Espanol,Atletico de Bilbao,1,0,G,P
179,1970-71,23,Granada,Sporting de Gijon,3,0,G,P
180,1970-71,23,Real Sociedad,Las Palmas,1,0,G,P
181,1970-71,23,Real Madrid,Atletico de Madrid,1,0,G,P
182,1970-71,23,Sabadell,Celta de Vigo,3,2,G,P
183,1970-71,23,Sevilla,CD Malaga,1,0,G,P
184,1970-71,23,Valencia,Barcelona,1,1,E,E
185,1970-71,24,Atletico de Madrid,Valencia,3,0,G,P
186,1970-71,24,Atletico de Bilbao,Real Madrid,0,1,P,G
187,1970-71,24,Barcelona,Sevilla,5,2,G,P
188,1970-71,24,Celta de Vigo,Elche,3,0,G,P
189,1970-71,24,Sporting de Gijon,Real Sociedad,2,0,G,P
190,1970-71,24,Las Palmas,Sabadell,5,0,G,P
191,1970-71,24,CD Malaga,Granada,1,0,G,P
192,1970-71,24,Zaragoza,Espanol,2,2,E,E
193,1970-71,25,Elche,Sabadell,0,0,E,E
194,1970-71,25,Espanol,Celta de Vigo,0,1,P,G
195,1970-71,25,Sporting de Gijon,Las Palmas,2,0,G,P
196,1970-71,25,Granada,Barcelona,0,2,P,G
197,1970-71,25,Real Sociedad,CD Malaga,1,2,P,G
198,1970-71,25,Real Madrid,Zaragoza,2,1,G,P
199,1970-71,25,Sevilla,Atletico de Madrid,1,1,E,E
200,1970-71,25,Valencia,Atletico de Bilbao,4,0,G,P
201,1970-71,26,Atletico de Madrid,Granada,3,0,G,P
202,1970-71,26,Atletico de Bilbao,Sevilla,1,0,G,P
203,1970-71,26,Barcelona,Real Sociedad,4,0,G,P
204,1970-71,26,Celta de Vigo,Real Madrid,2,0,G,P
205,1970-71,26,Elche,Las Palmas,2,0,G,P
206,1970-71,26,CD Malaga,Sporting de Gijon,3,0,G,P
207,1970-71,26,Sabadell,Espanol,0,0,E,E
208,1970-71,26,Zaragoza,Valencia,0,2,P,G
209,1970-71,27,Espanol,Elche,2,0,G,P
210,1970-71,27,Sporting de Gijon,Barcelona,0,2,P,G
211,1970-71,27,Granada,Atletico de Bilbao,2,2,E,E
212,1970-71,27,Las Palmas,CD Malaga,1,2,P,G
213,1970-71,27,Real Sociedad,Atletico de Madrid,0,1,P,G
214,1970-71,27,Real Madrid,Sabadell,3,1,G,P
215,1970-71,27,Sevilla,Zaragoza,4,2,G,P
216,1970-71,27,Valencia,Celta de Vigo,2,1,G,P
217,1970-71,28,Atletico de Bilbao,Real Sociedad,1,1,E,E
218,1970-71,28,Atletico de Madrid,Sporting de Gijon,2,0,G,P
219,1970-71,28,Barcelona,CD Malaga,1,0,G,P
220,1970-71,28,Celta de Vigo,Sevilla,2,0,G,P
221,1970-71,28,Elche,Real Madrid,0,1,P,G
222,1970-71,28,Las Palmas,Espanol,0,0,E,E
223,1970-71,28,Sabadell,Valencia,0,1,P,G
224,1970-71,28,Zaragoza,Granada,0,0,E,E
225,1970-71,29,CD Malaga,Atletico de Madrid,0,0,E,E
226,1970-71,29,Real Madrid,Espanol,1,0,G,P
227,1970-71,29,Sporting de Gijon,Atletico de Bilbao,3,1,G,P
228,1970-71,29,Granada,Celta de Vigo,1,0,G,P
229,1970-71,29,Real Sociedad,Zaragoza,2,0,G,P
230,1970-71,29,Sevilla,Sabadell,1,0,G,P
231,1970-71,29,Valencia,Elche,3,0,G,P
232,1970-71,29,Barcelona,Las Palmas,2,0,G,P
233,1970-71,30,Atletico de Bilbao,CD Malaga,2,1,G,P
234,1970-71,30,Atletico de Madrid,Barcelona,1,1,E,E
235,1970-71,30,Celta de Vigo,Real Sociedad,0,0,E,E
236,1970-71,30,Elche,Sevilla,1,0,G,P
237,1970-71,30,Espanol,Valencia,1,0,G,P
238,1970-71,30,Las Palmas,Real Madrid,0,0,E,E
239,1970-71,30,Sabadell,Granada,0,1,P,G
240,1970-71,30,Zaragoza,Sporting de Gijon,0,0,E,E
621,1971-72,1,Atletico de Bilbao,Las Palmas,1,2,P,G
622,1971-72,1,Valencia,Espanol,1,1,E,E
623,1971-72,1,Barcelona,Real Sociedad,3,0,G,P
624,1971-72,1,Celta de Vigo,Atletico de Madrid,2,1,G,P
625,1971-72,1,Deportivo,Cordoba,3,2,G,P
626,1971-72,1,Granada,CD Malaga,2,0,G,P
627,1971-72,1,Real Madrid,Betis,2,0,G,P
628,1971-72,1,Sabadell,Sporting de Gijon,0,2,P,G
629,1971-72,1,Sevilla,Burgos,2,0,G,P
630,1971-72,2,Atletico de Madrid,Sabadell,5,0,G,P
631,1971-72,2,Sporting de Gijon,Atletico de Bilbao,3,2,G,P
632,1971-72,2,Las Palmas,Valencia,1,1,E,E
633,1971-72,2,CD Malaga,Deportivo,2,0,G,P
634,1971-72,2,Betis,Celta de Vigo,1,1,E,E
635,1971-72,2,Burgos,Real Madrid,1,2,P,G
636,1971-72,2,Cordoba,Sevilla,1,1,E,E
637,1971-72,2,Espanol,Barcelona,3,0,G,P
638,1971-72,2,Real Sociedad,Granada,3,1,G,P
639,1971-72,3,Valencia,Sporting de Gijon,1,0,G,P
640,1971-72,3,Atletico de Bilbao,Atletico de Madrid,0,1,P,G
641,1971-72,3,Barcelona,Las Palmas,1,2,P,G
642,1971-72,3,Burgos,Cordoba,1,0,G,P
643,1971-72,3,Deportivo,Real Sociedad,1,0,G,P
644,1971-72,3,Granada,Espanol,0,0,E,E
645,1971-72,3,Real Madrid,Celta de Vigo,3,0,G,P
646,1971-72,3,Sabadell,Betis,2,1,G,P
647,1971-72,3,Sevilla,CD Malaga,1,2,P,G
648,1971-72,4,Las Palmas,Granada,2,2,E,E
649,1971-72,4,Atletico de Madrid,Valencia,0,1,P,G
650,1971-72,4,Betis,Atletico de Bilbao,1,0,G,P
651,1971-72,4,Celta de Vigo,Sabadell,0,1,P,G
652,1971-72,4,Cordoba,Real Madrid,2,2,E,E
653,1971-72,4,Espanol,Deportivo,2,0,G,P
654,1971-72,4,Sporting de Gijon,Barcelona,1,0,G,P
655,1971-72,4,CD Malaga,Burgos,4,1,G,P
656,1971-72,4,Real Sociedad,Sevilla,1,1,E,E
657,1971-72,5,Atletico de Bilbao,Celta de Vigo,4,0,G,P
658,1971-72,5,Barcelona,Atletico de Madrid,0,0,E,E
659,1971-72,5,Burgos,Real Sociedad,3,1,G,P
660,1971-72,5,Cordoba,CD Malaga,0,0,E,E
661,1971-72,5,Deportivo,Las Palmas,1,0,G,P
662,1971-72,5,Granada,Sporting de Gijon,1,0,G,P
663,1971-72,5,Real Madrid,Sabadell,2,0,G,P
664,1971-72,5,Sevilla,Espanol,1,0,G,P
665,1971-72,5,Valencia,Betis,2,0,G,P
666,1971-72,6,Las Palmas,Sevilla,1,1,E,E
667,1971-72,6,Atletico de Madrid,Granada,1,0,G,P
668,1971-72,6,Betis,Barcelona,0,0,E,E
669,1971-72,6,Celta de Vigo,Valencia,1,3,P,G
670,1971-72,6,Espanol,Burgos,1,1,E,E
671,1971-72,6,Sporting de Gijon,Deportivo,2,0,G,P
672,1971-72,6,CD Malaga,Real Madrid,1,1,E,E
673,1971-72,6,Real Sociedad,Cordoba,2,1,G,P
674,1971-72,6,Sabadell,Atletico de Bilbao,0,0,E,E
675,1971-72,7,Barcelona,Celta de Vigo,1,0,G,P
676,1971-72,7,Real Madrid,Atletico de Bilbao,1,0,G,P
677,1971-72,7,Burgos,Las Palmas,1,0,G,P
678,1971-72,7,Cordoba,Espanol,3,1,G,P
679,1971-72,7,Deportivo,Atletico de Madrid,1,1,E,E
680,1971-72,7,Granada,Betis,0,0,E,E
681,1971-72,7,CD Malaga,Real Sociedad,1,1,E,E
682,1971-72,7,Sevilla,Sporting de Gijon,3,1,G,P
683,1971-72,7,Valencia,Sabadell,3,1,G,P
684,1971-72,8,Atletico de Bilbao,Valencia,1,1,E,E
685,1971-72,8,Atletico de Madrid,Sevilla,0,2,P,G
686,1971-72,8,Betis,Deportivo,2,0,G,P
687,1971-72,8,Celta de Vigo,Granada,0,0,E,E
688,1971-72,8,Espanol,CD Malaga,4,1,G,P
689,1971-72,8,Sporting de Gijon,Burgos,0,0,E,E
690,1971-72,8,Las Palmas,Cordoba,3,0,G,P
691,1971-72,8,Real Sociedad,Real Madrid,0,2,P,G
692,1971-72,8,Sabadell,Barcelona,0,0,E,E
693,1971-72,9,Barcelona,Atletico de Bilbao,0,1,P,G
694,1971-72,9,Burgos,Atletico de Madrid,0,0,E,E
695,1971-72,9,Cordoba,Sporting de Gijon,0,1,P,G
696,1971-72,9,Deportivo,Celta de Vigo,0,1,P,G
697,1971-72,9,Granada,Sabadell,3,1,G,P
698,1971-72,9,CD Malaga,Las Palmas,0,0,E,E
699,1971-72,9,Real Sociedad,Espanol,4,1,G,P
700,1971-72,9,Real Madrid,Valencia,1,1,E,E
701,1971-72,9,Sevilla,Betis,3,1,G,P
702,1971-72,10,Las Palmas,Real Sociedad,0,0,E,E
703,1971-72,10,Atletico de Bilbao,Granada,1,0,G,P
704,1971-72,10,Atletico de Madrid,Cordoba,2,2,E,E
705,1971-72,10,Betis,Burgos,2,0,G,P
706,1971-72,10,Celta de Vigo,Sevilla,4,1,G,P
707,1971-72,10,Espanol,Real Madrid,0,0,E,E
708,1971-72,10,Sporting de Gijon,CD Malaga,1,2,P,G
709,1971-72,10,Sabadell,Deportivo,4,1,G,P
710,1971-72,10,Valencia,Barcelona,1,0,G,P
711,1971-72,11,Burgos,Celta de Vigo,3,2,G,P
712,1971-72,11,Cordoba,Betis,3,1,G,P
713,1971-72,11,Deportivo,Atletico de Bilbao,1,0,G,P
714,1971-72,11,Espanol,Las Palmas,4,0,G,P
715,1971-72,11,Granada,Valencia,1,0,G,P
716,1971-72,11,CD Malaga,Atletico de Madrid,0,0,E,E
717,1971-72,11,Real Sociedad,Sporting de Gijon,3,1,G,P
718,1971-72,11,Real Madrid,Barcelona,1,1,E,E
719,1971-72,11,Sevilla,Sabadell,1,1,E,E
720,1971-72,12,Las Palmas,Real Madrid,2,0,G,P
721,1971-72,12,Atletico de Bilbao,Sevilla,2,0,G,P
722,1971-72,12,Atletico de Madrid,Real Sociedad,5,0,G,P
723,1971-72,12,Barcelona,Granada,2,0,G,P
724,1971-72,12,Betis,CD Malaga,0,0,E,E
725,1971-72,12,Celta de Vigo,Cordoba,2,0,G,P
726,1971-72,12,Sporting de Gijon,Espanol,4,0,G,P
727,1971-72,12,Sabadell,Burgos,2,1,G,P
728,1971-72,12,Valencia,Deportivo,1,1,E,E
729,1971-72,13,Las Palmas,Sporting de Gijon,5,1,G,P
730,1971-72,13,Burgos,Atletico de Bilbao,1,0,G,P
731,1971-72,13,Cordoba,Sabadell,4,1,G,P
732,1971-72,13,Deportivo,Barcelona,0,2,P,G
733,1971-72,13,Espanol,Atletico de Madrid,1,2,P,G
734,1971-72,13,CD Malaga,Celta de Vigo,1,1,E,E
735,1971-72,13,Real Sociedad,Betis,6,0,G,P
736,1971-72,13,Real Madrid,Granada,4,2,G,P
737,1971-72,13,Sevilla,Valencia,2,0,G,P
738,1971-72,14,Atletico de Bilbao,Cordoba,5,0,G,P
739,1971-72,14,Atletico de Madrid,Las Palmas,2,0,G,P
740,1971-72,14,Barcelona,Sevilla,1,0,G,P
741,1971-72,14,Betis,Espanol,0,1,P,G
742,1971-72,14,Celta de Vigo,Real Sociedad,0,1,P,G
743,1971-72,14,Sporting de Gijon,Real Madrid,1,1,E,E
744,1971-72,14,Granada,Deportivo,2,2,E,E
745,1971-72,14,Sabadell,CD Malaga,1,1,E,E
746,1971-72,14,Valencia,Burgos,2,0,G,P
747,1971-72,15,Las Palmas,Betis,2,0,G,P
748,1971-72,15,Burgos,Barcelona,2,3,P,G
749,1971-72,15,Cordoba,Valencia,0,4,P,G
750,1971-72,15,Espanol,Celta de Vigo,1,0,G,P
751,1971-72,15,Sporting de Gijon,Atletico de Madrid,1,2,P,G
752,1971-72,15,CD Malaga,Atletico de Bilbao,1,0,G,P
753,1971-72,15,Real Sociedad,Sabadell,2,0,G,P
754,1971-72,15,Real Madrid,Deportivo,1,0,G,P
755,1971-72,15,Sevilla,Granada,2,1,G,P
756,1971-72,16,Atletico de Bilbao,Real Sociedad,1,2,P,G
757,1971-72,16,Barcelona,Cordoba,4,1,G,P
758,1971-72,16,Betis,Sporting de Gijon,2,1,G,P
759,1971-72,16,Celta de Vigo,Las Palmas,2,0,G,P
760,1971-72,16,Deportivo,Sevilla,1,0,G,P
761,1971-72,16,Granada,Burgos,2,1,G,P
762,1971-72,16,Real Madrid,Atletico de Madrid,1,0,G,P
763,1971-72,16,Sabadell,Espanol,0,2,P,G
764,1971-72,16,Valencia,CD Malaga,3,0,G,P
765,1971-72,17,Las Palmas,Sabadell,0,0,E,E
766,1971-72,17,Atletico de Madrid,Betis,4,1,G,P
767,1971-72,17,Burgos,Deportivo,3,1,G,P
768,1971-72,17,Cordoba,Granada,2,0,G,P
769,1971-72,17,Espanol,Atletico de Bilbao,1,2,P,G
770,1971-72,17,Sporting de Gijon,Celta de Vigo,2,2,E,E
771,1971-72,17,CD Malaga,Barcelona,0,0,E,E
772,1971-72,17,Real Sociedad,Valencia,1,0,G,P
773,1971-72,17,Sevilla,Real Madrid,0,2,P,G
774,1971-72,18,Las Palmas,Atletico de Bilbao,2,1,G,P
775,1971-72,18,Atletico de Madrid,Celta de Vigo,0,0,E,E
776,1971-72,18,Betis,Real Madrid,0,0,E,E
777,1971-72,18,Burgos,Sevilla,1,0,G,P
778,1971-72,18,Cordoba,Deportivo,0,0,E,E
779,1971-72,18,Espanol,Valencia,3,1,G,P
780,1971-72,18,Sporting de Gijon,Sabadell,3,0,G,P
781,1971-72,18,CD Malaga,Granada,1,0,G,P
782,1971-72,18,Real Sociedad,Barcelona,2,2,E,E
783,1971-72,19,Atletico de Bilbao,Sporting de Gijon,3,1,G,P
784,1971-72,19,Barcelona,Espanol,2,0,G,P
785,1971-72,19,Celta de Vigo,Betis,1,0,G,P
786,1971-72,19,Deportivo,CD Malaga,0,0,E,E
787,1971-72,19,Granada,Real Sociedad,1,0,G,P
788,1971-72,19,Real Madrid,Burgos,1,1,E,E
789,1971-72,19,Sabadell,Atletico de Madrid,3,1,G,P
790,1971-72,19,Sevilla,Cordoba,1,1,E,E
791,1971-72,19,Valencia,Las Palmas,4,0,G,P
792,1971-72,20,Atletico de Madrid,Atletico de Bilbao,1,2,P,G
793,1971-72,20,Betis,Sabadell,1,0,G,P
794,1971-72,20,Celta de Vigo,Real Madrid,1,1,E,E
795,1971-72,20,Cordoba,Burgos,0,0,E,E
796,1971-72,20,Espanol,Granada,2,3,P,G
797,1971-72,20,Sporting de Gijon,Valencia,4,0,G,P
798,1971-72,20,Las Palmas,Barcelona,1,2,P,G
799,1971-72,20,CD Malaga,Sevilla,2,2,E,E
800,1971-72,20,Real Sociedad,Deportivo,0,1,P,G
801,1971-72,21,Atletico de Bilbao,Betis,3,0,G,P
802,1971-72,21,Barcelona,Sporting de Gijon,1,0,G,P
803,1971-72,21,Burgos,CD Malaga,3,1,G,P
804,1971-72,21,Deportivo,Espanol,3,1,G,P
805,1971-72,21,Granada,Las Palmas,3,0,G,P
806,1971-72,21,Real Madrid,Cordoba,4,1,G,P
807,1971-72,21,Sabadell,Celta de Vigo,1,1,E,E
808,1971-72,21,Sevilla,Real Sociedad,0,1,P,G
809,1971-72,21,Valencia,Atletico de Madrid,1,0,G,P
810,1971-72,22,Atletico de Madrid,Barcelona,1,1,E,E
811,1971-72,22,Betis,Valencia,1,0,G,P
812,1971-72,22,Celta de Vigo,Atletico de Bilbao,2,0,G,P
813,1971-72,22,Espanol,Sevilla,2,0,G,P
814,1971-72,22,Sporting de Gijon,Granada,2,0,G,P
815,1971-72,22,Las Palmas,Deportivo,2,0,G,P
816,1971-72,22,CD Malaga,Cordoba,2,2,E,E
817,1971-72,22,Real Sociedad,Burgos,2,0,G,P
818,1971-72,22,Sabadell,Real Madrid,1,2,P,G
819,1971-72,23,Atletico de Bilbao,Sabadell,3,1,G,P
820,1971-72,23,Barcelona,Betis,2,2,E,E
821,1971-72,23,Burgos,Espanol,2,1,G,P
822,1971-72,23,Cordoba,Real Sociedad,1,0,G,P
823,1971-72,23,Deportivo,Sporting de Gijon,1,1,E,E
824,1971-72,23,Granada,Atletico de Madrid,1,0,G,P
825,1971-72,23,Real Madrid,CD Malaga,1,0,G,P
826,1971-72,23,Sevilla,Las Palmas,0,2,P,G
827,1971-72,23,Valencia,Celta de Vigo,4,0,G,P
828,1971-72,24,Las Palmas,Burgos,3,1,G,P
829,1971-72,24,Atletico de Bilbao,Real Madrid,1,0,G,P
830,1971-72,24,Atletico de Madrid,Deportivo,2,1,G,P
831,1971-72,24,Betis,Granada,1,0,G,P
832,1971-72,24,Celta de Vigo,Barcelona,1,2,P,G
833,1971-72,24,Espanol,Cordoba,1,1,E,E
