id,season,round,localTeam,visitorTeam,localGoals,visitorGoals,resultLocal,resultVisitor
29859,2009-10,29,Atletico de Bilbao,Santander,4,3,G,P
29860,2009-10,30,Sevilla,Tenerife,3,0,G,P
29861,2009-10,30,Barcelona,Atletico de Bilbao,4,1,G,P
29862,2009-10,30,Zaragoza,Malaga,2,0,G,P
29863,2009-10,30,Valladolid,Villarreal,0,2,P,G
29864,2009-10,30,Sporting de Gijon,Xerez,2,2,E,E
29865,2009-10,30,Getafe,Espanol,1,1,E,E
29866,2009-10,30,Atletico de Madrid,Deportivo,3,0,G,P
29867,2009-10,30,Santander,Real Madrid,0,2,P,G
29868,2009-10,30,Almeria,Mallorca,1,1,E,E
29869,2009-10,30,Valencia,Osasuna,3,0,G,P
29870,2009-10,31,Malaga,Sevilla,1,2,P,G
29871,2009-10,31,Tenerife,Valladolid,0,0,E,E
29872,2009-10,31,Villarreal,Sporting de Gijon,1,0,G,P
29873,2009-10,31,Xerez,Getafe,0,1,P,G
29874,2009-10,31,Real Madrid,Barcelona,0,2,P,G
29875,2009-10,31,Espanol,Atletico de Madrid,3,0,G,P
29876,2009-10,31,Deportivo,Santander,1,1,E,E
29877,2009-10,31,Atletico de Bilbao,Almeria,4,1,G,P
29878,2009-10,31,Mallorca,Valencia,3,2,G,P
29879,2009-10,31,Osasuna,Zaragoza,2,0,G,P
29880,2009-10,32,Valladolid,Sevilla,2,1,G,P
29881,2009-10,32,Sporting de Gijon,Tenerife,0,2,P,G
29882,2009-10,32,Getafe,Villarreal,3,0,G,P
29883,2009-10,32,Atletico de Madrid,Xerez,1,2,P,G
29884,2009-10,32,Santander,Espanol,3,1,G,P
29885,2009-10,32,Barcelona,Deportivo,3,0,G,P
29886,2009-10,32,Zaragoza,Mallorca,1,1,E,E
29887,2009-10,32,Osasuna,Malaga,2,2,E,E
29888,2009-10,32,Almeria,Real Madrid,1,2,P,G
29889,2009-10,32,Valencia,Atletico de Bilbao,2,0,G,P
29890,2009-10,33,Sevilla,Sporting de Gijon,3,0,G,P
29891,2009-10,33,Villarreal,Atletico de Madrid,2,1,G,P
29892,2009-10,33,Espanol,Barcelona,0,0,E,E
29893,2009-10,33,Malaga,Valladolid,0,0,E,E
29894,2009-10,33,Tenerife,Getafe,3,2,G,P
29895,2009-10,33,Xerez,Santander,2,2,E,E
29896,2009-10,33,Deportivo,Almeria,0,0,E,E
29897,2009-10,33,Real Madrid,Valencia,2,0,G,P
29898,2009-10,33,Atletico de Bilbao,Zaragoza,0,0,E,E
29899,2009-10,33,Mallorca,Osasuna,2,0,G,P
29900,2009-10,34,Barcelona,Xerez,3,1,G,P
29901,2009-10,34,Valencia,Deportivo,1,0,G,P
29902,2009-10,34,Zaragoza,Real Madrid,1,2,P,G
29903,2009-10,34,Sporting de Gijon,Valladolid,0,2,P,G
29904,2009-10,34,Getafe,Sevilla,4,3,G,P
29905,2009-10,34,Atletico de Madrid,Tenerife,3,1,G,P
29906,2009-10,34,Santander,Villarreal,1,2,P,G
29907,2009-10,34,Almeria,Espanol,0,1,P,G
29908,2009-10,34,Mallorca,Malaga,1,1,E,E
29909,2009-10,34,Osasuna,Atletico de Bilbao,0,0,E,E
29910,2009-10,35,Malaga,Sporting de Gijon,1,1,E,E
29911,2009-10,35,Valladolid,Getafe,0,0,E,E
29912,2009-10,35,Tenerife,Santander,2,1,G,P
29913,2009-10,35,Villarreal,Barcelona,1,4,P,G
29914,2009-10,35,Xerez,Almeria,2,1,G,P
29915,2009-10,35,Espanol,Valencia,0,2,P,G
29916,2009-10,35,Deportivo,Zaragoza,0,1,P,G
29917,2009-10,35,Sevilla,Atletico de Madrid,3,1,G,P
29918,2009-10,35,Real Madrid,Osasuna,3,2,G,P
29919,2009-10,35,Atletico de Bilbao,Mallorca,1,3,P,G
29920,2009-10,36,Getafe,Sporting de Gijon,1,1,E,E
29921,2009-10,36,Barcelona,Tenerife,4,1,G,P
29922,2009-10,36,Almeria,Villarreal,4,2,G,P
29923,2009-10,36,Valencia,Xerez,3,1,G,P
29924,2009-10,36,Atletico de Madrid,Valladolid,3,1,G,P
29925,2009-10,36,Santander,Sevilla,1,5,P,G
29926,2009-10,36,Zaragoza,Espanol,1,0,G,P
29927,2009-10,36,Osasuna,Deportivo,3,1,G,P
29928,2009-10,36,Mallorca,Real Madrid,1,4,P,G
29929,2009-10,36,Atletico de Bilbao,Malaga,1,1,E,E
29930,2009-10,37,Getafe,Malaga,2,1,G,P
29931,2009-10,37,Sporting de Gijon,Atletico de Madrid,1,1,E,E
29932,2009-10,37,Valladolid,Santander,2,1,G,P
29933,2009-10,37,Sevilla,Barcelona,2,3,P,G
29934,2009-10,37,Tenerife,Almeria,2,2,E,E
29935,2009-10,37,Villarreal,Valencia,2,0,G,P
29936,2009-10,37,Xerez,Zaragoza,3,2,G,P
29937,2009-10,37,Espanol,Osasuna,2,1,G,P
29938,2009-10,37,Deportivo,Mallorca,1,0,G,P
29939,2009-10,37,Real Madrid,Atletico de Bilbao,5,1,G,P
29940,2009-10,38,Atletico de Madrid,Getafe,0,3,P,G
29941,2009-10,38,Almeria,Sevilla,2,3,P,G
29942,2009-10,38,Zaragoza,Villarreal,3,3,E,E
29943,2009-10,38,Mallorca,Espanol,2,0,G,P
29944,2009-10,38,Atletico de Bilbao,Deportivo,2,0,G,P
29945,2009-10,38,Santander,Sporting de Gijon,2,0,G,P
29946,2009-10,38,Barcelona,Valladolid,4,0,G,P
29947,2009-10,38,Valencia,Tenerife,1,0,G,P
29948,2009-10,38,Osasuna,Xerez,1,1,E,E
29949,2009-10,38,Malaga,Real Madrid,1,1,E,E
30412,2010-11,1,Hercules,Atletico de Bilbao,0,1,P,G
30413,2010-11,1,Levante,Sevilla,1,4,P,G
30414,2010-11,1,Malaga,Valencia,1,3,P,G
30415,2010-11,1,Deportivo,Zaragoza,0,0,E,E
30416,2010-11,1,Espanol,Getafe,3,1,G,P
30417,2010-11,1,Mallorca,Real Madrid,0,0,E,E
30418,2010-11,1,Osasuna,Almeria,0,0,E,E
30419,2010-11,1,Santander,Barcelona,0,3,P,G
30420,2010-11,1,Real Sociedad,Villarreal,1,0,G,P
30421,2010-11,1,Atletico de Madrid,Sporting de Gijon,4,0,G,P
30422,2010-11,2,Atletico de Bilbao,Atletico de Madrid,1,2,P,G
30423,2010-11,2,Barcelona,Hercules,0,2,P,G
30424,2010-11,2,Valencia,Santander,1,0,G,P
30425,2010-11,2,Real Madrid,Osasuna,1,0,G,P
30426,2010-11,2,Sporting de Gijon,Mallorca,2,0,G,P
30427,2010-11,2,Zaragoza,Malaga,3,5,P,G
30428,2010-11,2,Sevilla,Deportivo,0,0,E,E
30429,2010-11,2,Getafe,Levante,4,1,G,P
30430,2010-11,2,Villarreal,Espanol,4,0,G,P
30431,2010-11,2,Almeria,Real Sociedad,2,2,E,E
30432,2010-11,3,Sporting de Gijon,Atletico de Bilbao,2,2,E,E
30433,2010-11,3,Espanol,Almeria,1,0,G,P
30434,2010-11,3,Real Sociedad,Real Madrid,1,2,P,G
30435,2010-11,3,Mallorca,Osasuna,2,0,G,P
30436,2010-11,3,Atletico de Madrid,Barcelona,1,2,P,G
30437,2010-11,3,Hercules,Valencia,1,2,P,G
30438,2010-11,3,Santander,Zaragoza,2,0,G,P
30439,2010-11,3,Malaga,Sevilla,1,2,P,G
30440,2010-11,3,Levante,Villarreal,1,2,P,G
30441,2010-11,3,Deportivo,Getafe,2,2,E,E
30442,2010-11,4,Atletico de Bilbao,Mallorca,3,0,G,P
30443,2010-11,4,Real Madrid,Espanol,3,0,G,P
30444,2010-11,4,Osasuna,Real Sociedad,3,1,G,P
30445,2010-11,4,Barcelona,Sporting de Gijon,1,0,G,P
30446,2010-11,4,Valencia,Atletico de Madrid,1,1,E,E
30447,2010-11,4,Zaragoza,Hercules,0,0,E,E
30448,2010-11,4,Almeria,Levante,0,1,P,G
30449,2010-11,4,Sevilla,Santander,1,1,E,E
30450,2010-11,4,Getafe,Malaga,0,2,P,G
30451,2010-11,4,Villarreal,Deportivo,1,0,G,P
30452,2010-11,5,Atletico de Bilbao,Barcelona,1,3,P,G
30453,2010-11,5,Sporting de Gijon,Valencia,0,2,P,G
30454,2010-11,5,Levante,Real Madrid,0,0,E,E
30455,2010-11,5,Atletico de Madrid,Zaragoza,1,0,G,P
30456,2010-11,5,Hercules,Sevilla,2,0,G,P
30457,2010-11,5,Santander,Getafe,0,1,P,G
30458,2010-11,5,Deportivo,Almeria,0,2,P,G
30459,2010-11,5,Espanol,Osasuna,1,0,G,P
30460,2010-11,5,Mallorca,Real Sociedad,2,0,G,P
30461,2010-11,5,Malaga,Villarreal,2,3,P,G
30462,2010-11,6,Valencia,Atletico de Bilbao,2,1,G,P
30463,2010-11,6,Zaragoza,Sporting de Gijon,2,2,E,E
30464,2010-11,6,Real Sociedad,Espanol,1,0,G,P
30465,2010-11,6,Barcelona,Mallorca,1,1,E,E
30466,2010-11,6,Sevilla,Atletico de Madrid,3,1,G,P
30467,2010-11,6,Getafe,Hercules,3,0,G,P
30468,2010-11,6,Villarreal,Santander,2,0,G,P
30469,2010-11,6,Almeria,Malaga,1,1,E,E
30470,2010-11,6,Real Madrid,Deportivo,6,1,G,P
30471,2010-11,6,Osasuna,Levante,1,1,E,E
30472,2010-11,7,Barcelona,Valencia,2,1,G,P
30473,2010-11,7,Atletico de Madrid,Getafe,2,0,G,P
30474,2010-11,7,Malaga,Real Madrid,1,4,P,G
30475,2010-11,7,Atletico de Bilbao,Zaragoza,2,1,G,P
30476,2010-11,7,Sporting de Gijon,Sevilla,2,0,G,P
30477,2010-11,7,Santander,Almeria,1,0,G,P
30478,2010-11,7,Deportivo,Osasuna,0,0,E,E
30479,2010-11,7,Levante,Real Sociedad,2,1,G,P
30480,2010-11,7,Mallorca,Espanol,0,1,P,G
30481,2010-11,7,Hercules,Villarreal,2,2,E,E
30482,2010-11,8,Valencia,Mallorca,1,2,P,G
30483,2010-11,8,Zaragoza,Barcelona,0,2,P,G
30484,2010-11,8,Real Madrid,Santander,6,1,G,P
30485,2010-11,8,Sevilla,Atletico de Bilbao,4,3,G,P
30486,2010-11,8,Getafe,Sporting de Gijon,3,0,G,P
30487,2010-11,8,Villarreal,Atletico de Madrid,2,0,G,P
30488,2010-11,8,Almeria,Hercules,1,1,E,E
30489,2010-11,8,Osasuna,Malaga,3,0,G,P
30490,2010-11,8,Espanol,Levante,2,1,G,P
30491,2010-11,8,Real Sociedad,Deportivo,3,0,G,P
30492,2010-11,9,Valencia,Zaragoza,1,1,E,E
30493,2010-11,9,Barcelona,Sevilla,5,0,G,P
30494,2010-11,9,Hercules,Real Madrid,1,3,P,G
30495,2010-11,9,Atletico de Bilbao,Getafe,3,0,G,P
30496,2010-11,9,Sporting de Gijon,Villarreal,1,1,E,E
30497,2010-11,9,Atletico de Madrid,Almeria,1,1,E,E
30498,2010-11,9,Santander,Osasuna,4,1,G,P
30499,2010-11,9,Malaga,Real Sociedad,1,2,P,G
30500,2010-11,9,Deportivo,Espanol,3,0,G,P
30501,2010-11,9,Mallorca,Levante,2,1,G,P
30502,2010-11,10,Real Sociedad,Santander,1,0,G,P
30503,2010-11,10,Espanol,Malaga,1,0,G,P
30504,2010-11,10,Zaragoza,Mallorca,3,2,G,P
30505,2010-11,10,Getafe,Barcelona,1,3,P,G
30506,2010-11,10,Villarreal,Atletico de Bilbao,4,1,G,P
30507,2010-11,10,Almeria,Sporting de Gijon,1,1,E,E
30508,2010-11,10,Real Madrid,Atletico de Madrid,2,0,G,P
30509,2010-11,10,Osasuna,Hercules,3,0,G,P
30510,2010-11,10,Levante,Deportivo,1,2,P,G
30511,2010-11,10,Sevilla,Valencia,2,0,G,P
30512,2010-11,11,Barcelona,Villarreal,3,1,G,P
30513,2010-11,11,Atletico de Bilbao,Almeria,1,0,G,P
30514,2010-11,11,Atletico de Madrid,Osasuna,3,0,G,P
30515,2010-11,11,Zaragoza,Sevilla,1,2,P,G
30516,2010-11,11,Valencia,Getafe,2,0,G,P
30517,2010-11,11,Sporting de Gijon,Real Madrid,0,1,P,G
30518,2010-11,11,Hercules,Real Sociedad,2,1,G,P
30519,2010-11,11,Santander,Espanol,0,0,E,E
30520,2010-11,11,Malaga,Levante,1,0,G,P
30521,2010-11,11,Mallorca,Deportivo,0,0,E,E
30522,2010-11,12,Villarreal,Valencia,1,1,E,E
30523,2010-11,12,Almeria,Barcelona,0,8,P,G
30524,2010-11,12,Real Madrid,Atletico de Bilbao,5,1,G,P
30525,2010-11,12,Sevilla,Mallorca,1,2,P,G
30526,2010-11,12,Osasuna,Sporting de Gijon,1,0,G,P
30527,2010-11,12,Real Sociedad,Atletico de Madrid,2,4,P,G
30528,2010-11,12,Espanol,Hercules,3,0,G,P
30529,2010-11,12,Levante,Santander,3,1,G,P
30530,2010-11,12,Deportivo,Malaga,3,0,G,P
30531,2010-11,12,Getafe,Zaragoza,1,1,E,E
30532,2010-11,13,Sevilla,Getafe,1,3,P,G
30533,2010-11,13,Zaragoza,Villarreal,0,3,P,G
30534,2010-11,13,Atletico de Madrid,Espanol,2,3,P,G
30535,2010-11,13,Valencia,Almeria,2,1,G,P
30536,2010-11,13,Atletico de Bilbao,Osasuna,1,0,G,P
30537,2010-11,13,Sporting de Gijon,Real Sociedad,1,3,P,G
30538,2010-11,13,Hercules,Levante,3,1,G,P
30539,2010-11,13,Santander,Deportivo,1,0,G,P
30540,2010-11,13,Mallorca,Malaga,2,0,G,P
30541,2010-11,13,Barcelona,Real Madrid,5,0,G,P
30542,2010-11,14,Real Madrid,Valencia,2,0,G,P
30543,2010-11,14,Osasuna,Barcelona,0,3,P,G
30544,2010-11,14,Levante,Atletico de Madrid,2,0,G,P
30545,2010-11,14,Getafe,Mallorca,3,0,G,P
30546,2010-11,14,Villarreal,Sevilla,1,0,G,P
30547,2010-11,14,Almeria,Zaragoza,1,1,E,E
30548,2010-11,14,Real Sociedad,Atletico de Bilbao,2,0,G,P
30549,2010-11,14,Espanol,Sporting de Gijon,1,0,G,P
30550,2010-11,14,Malaga,Santander,4,1,G,P
30551,2010-11,14,Deportivo,Hercules,1,0,G,P
30552,2010-11,15,Getafe,Villarreal,1,0,G,P
30553,2010-11,15,Sevilla,Almeria,1,3,P,G
30554,2010-11,15,Atletico de Madrid,Deportivo,2,0,G,P
30555,2010-11,15,Zaragoza,Real Madrid,1,3,P,G
30556,2010-11,15,Barcelona,Real Sociedad,5,0,G,P
30557,2010-11,15,Atletico de Bilbao,Espanol,2,1,G,P
30558,2010-11,15,Sporting de Gijon,Levante,1,1,E,E
30559,2010-11,15,Hercules,Malaga,4,1,G,P
30560,2010-11,15,Mallorca,Santander,0,1,P,G
30561,2010-11,15,Valencia,Osasuna,3,3,E,E
30562,2010-11,16,Villarreal,Mallorca,3,1,G,P
30563,2010-11,16,Real Sociedad,Valencia,1,2,P,G
30564,2010-11,16,Espanol,Barcelona,1,5,P,G
30565,2010-11,16,Levante,Atletico de Bilbao,1,2,P,G
30566,2010-11,16,Deportivo,Sporting de Gijon,1,1,E,E
30567,2010-11,16,Almeria,Getafe,2,3,P,G
30568,2010-11,16,Real Madrid,Sevilla,1,0,G,P
30569,2010-11,16,Osasuna,Zaragoza,0,0,E,E
30570,2010-11,16,Malaga,Atletico de Madrid,0,3,P,G
30571,2010-11,16,Santander,Hercules,0,0,E,E
30572,2010-11,17,Sevilla,Osasuna,1,0,G,P
30573,2010-11,17,Valencia,Espanol,2,1,G,P
30574,2010-11,17,Barcelona,Levante,2,1,G,P
30575,2010-11,17,Atletico de Bilbao,Deportivo,1,2,P,G
30576,2010-11,17,Sporting de Gijon,Malaga,1,2,P,G
30577,2010-11,17,Villarreal,Almeria,2,0,G,P
30578,2010-11,17,Getafe,Real Madrid,2,3,P,G
30579,2010-11,17,Zaragoza,Real Sociedad,2,1,G,P
30580,2010-11,17,Atletico de Madrid,Santander,0,0,E,E
30581,2010-11,17,Mallorca,Hercules,3,0,G,P
30582,2010-11,18,Real Sociedad,Sevilla,2,3,P,G
30583,2010-11,18,Deportivo,Barcelona,0,4,P,G
30584,2010-11,18,Malaga,Atletico de Bilbao,1,1,E,E
30585,2010-11,18,Mallorca,Almeria,4,1,G,P
30586,2010-11,18,Real Madrid,Villarreal,4,2,G,P
30587,2010-11,18,Osasuna,Getafe,0,0,E,E
30588,2010-11,18,Espanol,Zaragoza,4,0,G,P
30589,2010-11,18,Levante,Valencia,0,1,P,G
30590,2010-11,18,Santander,Sporting de Gijon,1,1,E,E
30591,2010-11,18,Hercules,Atletico de Madrid,4,1,G,P
30592,2010-11,19,Villarreal,Osasuna,4,2,G,P
30593,2010-11,19,Getafe,Real Sociedad,0,4,P,G
30594,2010-11,19,Sevilla,Espanol,1,2,P,G
30595,2010-11,19,Zaragoza,Levante,1,0,G,P
30596,2010-11,19,Atletico de Bilbao,Santander,2,1,G,P
30597,2010-11,19,Sporting de Gijon,Hercules,2,0,G,P
30598,2010-11,19,Almeria,Real Madrid,1,1,E,E
30599,2010-11,19,Valencia,Deportivo,2,0,G,P
30600,2010-11,19,Barcelona,Malaga,4,1,G,P
30601,2010-11,19,Atletico de Madrid,Mallorca,3,0,G,P
30602,2010-11,20,Barcelona,Santander,3,0,G,P
30603,2010-11,20,Valencia,Malaga,4,3,G,P
30604,2010-11,20,Sevilla,Levante,4,1,G,P
30605,2010-11,20,Sporting de Gijon,Atletico de Madrid,1,0,G,P
30606,2010-11,20,Zaragoza,Deportivo,1,0,G,P
30607,2010-11,20,Getafe,Espanol,1,3,P,G
30608,2010-11,20,Villarreal,Real Sociedad,2,1,G,P
30609,2010-11,20,Almeria,Osasuna,3,2,G,P
30610,2010-11,20,Real Madrid,Mallorca,1,0,G,P
30611,2010-11,20,Atletico de Bilbao,Hercules,3,0,G,P
30612,2010-11,21,Mallorca,Sporting de Gijon,0,4,P,G
30613,2010-11,21,Hercules,Barcelona,0,3,P,G
30614,2010-11,21,Malaga,Zaragoza,1,2,P,G
30615,2010-11,21,Deportivo,Sevilla,3,3,E,E
30616,2010-11,21,Levante,Getafe,2,0,G,P
30617,2010-11,21,Real Sociedad,Almeria,2,0,G,P
30618,2010-11,21,Atletico de Madrid,Atletico de Bilbao,0,2,P,G
30619,2010-11,21,Espanol,Villarreal,0,1,P,G
30620,2010-11,21,Osasuna,Real Madrid,1,0,G,P
30621,2010-11,21,Santander,Valencia,1,1,E,E
30622,2010-11,22,Atletico de Bilbao,Sporting de Gijon,3,0,G,P
30623,2010-11,22,Barcelona,Atletico de Madrid,3,0,G,P
30624,2010-11,22,Zaragoza,Santander,1,1,E,E
30625,2010-11,22,Getafe,Deportivo,4,1,G,P
30626,2010-11,22,Villarreal,Levante,0,1,P,G
30627,2010-11,22,Almeria,Espanol,3,2,G,P
30628,2010-11,22,Osasuna,Mallorca,1,1,E,E
30629,2010-11,22,Valencia,Hercules,2,0,G,P
30630,2010-11,22,Sevilla,Malaga,0,0,E,E
30631,2010-11,22,Real Madrid,Real Sociedad,4,1,G,P
30632,2010-11,23,Sporting de Gijon,Barcelona,1,1,E,E
30633,2010-11,23,Atletico de Madrid,Valencia,1,2,P,G
30634,2010-11,23,Santander,Sevilla,3,2,G,P
30635,2010-11,23,Hercules,Zaragoza,2,1,G,P
30636,2010-11,23,Malaga,Getafe,2,2,E,E
30637,2010-11,23,Deportivo,Villarreal,1,0,G,P
30638,2010-11,23,Levante,Almeria,1,0,G,P
30639,2010-11,23,Espanol,Real Madrid,0,1,P,G
30640,2010-11,23,Real Sociedad,Osasuna,1,0,G,P
30641,2010-11,23,Mallorca,Atletico de Bilbao,1,0,G,P
30642,2010-11,24,Valencia,Sporting de Gijon,0,0,E,E
30643,2010-11,24,Zaragoza,Atletico de Madrid,0,1,P,G
30644,2010-11,24,Real Madrid,Levante,2,0,G,P
30645,2010-11,24,Barcelona,Atletico de Bilbao,2,1,G,P
30646,2010-11,24,Sevilla,Hercules,1,0,G,P
30647,2010-11,24,Getafe,Santander,0,1,P,G
30648,2010-11,24,Villarreal,Malaga,1,1,E,E
30649,2010-11,24,Almeria,Deportivo,1,1,E,E
30650,2010-11,24,Osasuna,Espanol,4,0,G,P
30651,2010-11,24,Real Sociedad,Mallorca,1,0,G,P
30652,2010-11,25,Mallorca,Barcelona,0,3,P,G
30653,2010-11,25,Sporting de Gijon,Zaragoza,0,0,E,E
30654,2010-11,25,Atletico de Madrid,Sevilla,2,2,E,E
30655,2010-11,25,Deportivo,Real Madrid,0,0,E,E
30656,2010-11,25,Espanol,Real Sociedad,4,1,G,P
30657,2010-11,25,Atletico de Bilbao,Valencia,1,2,P,G
30658,2010-11,25,Hercules,Getafe,0,0,E,E
30659,2010-11,25,Santander,Villarreal,2,2,E,E
30660,2010-11,25,Levante,Osasuna,2,1,G,P
30661,2010-11,25,Malaga,Almeria,3,1,G,P
30662,2010-11,26,Sevilla,Sporting de Gijon,3,0,G,P
30663,2010-11,26,Espanol,Mallorca,1,2,P,G
30664,2010-11,26,Valencia,Barcelona,0,1,P,G
30665,2010-11,26,Zaragoza,Atletico de Bilbao,2,1,G,P
30666,2010-11,26,Getafe,Atletico de Madrid,1,1,E,E
30667,2010-11,26,Villarreal,Hercules,1,0,G,P
30668,2010-11,26,Osasuna,Deportivo,0,0,E,E
30669,2010-11,26,Real Sociedad,Levante,1,1,E,E
30670,2010-11,26,Almeria,Santander,1,1,E,E
30671,2010-11,26,Real Madrid,Malaga,7,0,G,P
30672,2010-11,27,Mallorca,Valencia,1,2,P,G
30673,2010-11,27,Barcelona,Zaragoza,1,0,G,P
30674,2010-11,27,Atletico de Madrid,Villarreal,3,1,G,P
30675,2010-11,27,Atletico de Bilbao,Sevilla,2,0,G,P
30676,2010-11,27,Sporting de Gijon,Getafe,2,0,G,P
30677,2010-11,27,Hercules,Almeria,1,2,P,G
30678,2010-11,27,Santander,Real Madrid,1,3,P,G
30679,2010-11,27,Malaga,Osasuna,0,1,P,G
30680,2010-11,27,Levante,Espanol,1,0,G,P
30681,2010-11,27,Deportivo,Real Sociedad,2,1,G,P
30682,2010-11,28,Zaragoza,Valencia,4,0,G,P
30683,2010-11,28,Almeria,Atletico de Madrid,2,2,E,E
30684,2010-11,28,Real Madrid,Hercules,2,0,G,P
30685,2010-11,28,Sevilla,Barcelona,1,1,E,E
30686,2010-11,28,Villarreal,Sporting de Gijon,1,1,E,E
30687,2010-11,28,Osasuna,Santander,3,1,G,P
30688,2010-11,28,Real Sociedad,Malaga,0,2,P,G
30689,2010-11,28,Espanol,Deportivo,2,0,G,P
30690,2010-11,28,Levante,Mallorca,1,1,E,E
30691,2010-11,28,Getafe,Atletico de Bilbao,2,2,E,E
30692,2010-11,29,Mallorca,Zaragoza,1,0,G,P
30693,2010-11,29,Barcelona,Getafe,2,1,G,P
30694,2010-11,29,Atletico de Madrid,Real Madrid,1,2,P,G
30695,2010-11,29,Valencia,Sevilla,0,1,P,G
30696,2010-11,29,Atletico de Bilbao,Villarreal,0,1,P,G
30697,2010-11,29,Sporting de Gijon,Almeria,1,0,G,P
30698,2010-11,29,Hercules,Osasuna,0,4,P,G
30699,2010-11,29,Santander,Real Sociedad,2,1,G,P
30700,2010-11,29,Malaga,Espanol,2,0,G,P
30701,2010-11,29,Deportivo,Levante,0,1,P,G
30702,2010-11,30,Getafe,Valencia,2,4,P,G
30703,2010-11,30,Villarreal,Barcelona,0,1,P,G
30704,2010-11,30,Real Madrid,Sporting de Gijon,0,1,P,G
30705,2010-11,30,Sevilla,Zaragoza,3,1,G,P
30706,2010-11,30,Osasuna,Atletico de Madrid,2,3,P,G
30707,2010-11,30,Real Sociedad,Hercules,1,3,P,G
30708,2010-11,30,Espanol,Santander,1,2,P,G
30709,2010-11,30,Levante,Malaga,3,1,G,P
30710,2010-11,30,Deportivo,Mallorca,2,1,G,P
30711,2010-11,30,Almeria,Atletico de Bilbao,1,3,P,G
30712,2010-11,31,Mallorca,Sevilla,2,2,E,E
30713,2010-11,31,Barcelona,Almeria,3,1,G,P
30714,2010-11,31,Atletico de Bilbao,Real Madrid,0,3,P,G
30715,2010-11,31,Valencia,Villarreal,5,0,G,P
30716,2010-11,31,Sporting de Gijon,Osasuna,1,0,G,P
30717,2010-11,31,Atletico de Madrid,Real Sociedad,3,0,G,P
30718,2010-11,31,Hercules,Espanol,0,0,E,E
30719,2010-11,31,Santander,Levante,1,1,E,E
30720,2010-11,31,Malaga,Deportivo,0,0,E,E
30721,2010-11,31,Zaragoza,Getafe,2,1,G,P
30722,2010-11,32,Getafe,Sevilla,1,0,G,P
30723,2010-11,32,Almeria,Valencia,0,3,P,G
30724,2010-11,32,Real Madrid,Barcelona,1,1,E,E
30725,2010-11,32,Malaga,Mallorca,3,0,G,P
30726,2010-11,32,Osasuna,Atletico de Bilbao,1,2,P,G
30727,2010-11,32,Real Sociedad,Sporting de Gijon,2,1,G,P
30728,2010-11,32,Espanol,Atletico de Madrid,2,2,E,E
30729,2010-11,32,Levante,Hercules,2,1,G,P
30730,2010-11,32,Deportivo,Santander,2,0,G,P
30731,2010-11,32,Villarreal,Zaragoza,1,0,G,P
30732,2010-11,33,Valencia,Real Madrid,3,6,P,G
30733,2010-11,33,Barcelona,Osasuna,2,0,G,P
30734,2010-11,33,Atletico de Bilbao,Real Sociedad,2,1,G,P
30735,2010-11,33,Mallorca,Getafe,2,0,G,P
30736,2010-11,33,Sevilla,Villarreal,3,2,G,P
30737,2010-11,33,Sporting de Gijon,Espanol,1,0,G,P
30738,2010-11,33,Atletico de Madrid,Levante,4,1,G,P
30739,2010-11,33,Hercules,Deportivo,1,0,G,P
30740,2010-11,33,Santander,Malaga,1,2,P,G
30741,2010-11,33,Zaragoza,Almeria,1,0,G,P
30742,2010-11,34,Real Madrid,Zaragoza,2,3,P,G
30743,2010-11,34,Real Sociedad,Barcelona,2,1,G,P
30744,2010-11,34,Deportivo,Atletico de Madrid,0,1,P,G
30745,2010-11,34,Villarreal,Getafe,2,1,G,P
30746,2010-11,34,Almeria,Sevilla,0,1,P,G
30747,2010-11,34,Osasuna,Valencia,1,0,G,P
30748,2010-11,34,Levante,Sporting de Gijon,0,0,E,E
30749,2010-11,34,Malaga,Hercules,3,1,G,P
30750,2010-11,34,Santander,Mallorca,2,0,G,P
30751,2010-11,34,Espanol,Atletico de Bilbao,2,1,G,P
30752,2010-11,35,Getafe,Almeria,2,0,G,P
30753,2010-11,35,Sevilla,Real Madrid,2,6,P,G
30754,2010-11,35,Valencia,Real Sociedad,3,0,G,P
30755,2010-11,35,Atletico de Bilbao,Levante,3,2,G,P
30756,2010-11,35,Sporting de Gijon,Deportivo,2,2,E,E
30757,2010-11,35,Atletico de Madrid,Malaga,0,3,P,G
30758,2010-11,35,Hercules,Santander,2,3,P,G
30759,2010-11,35,Mallorca,Villarreal,0,0,E,E
30760,2010-11,35,Zaragoza,Osasuna,1,3,P,G
30761,2010-11,35,Barcelona,Espanol,2,0,G,P
30762,2010-11,36,Real Madrid,Getafe,4,0,G,P
30763,2010-11,36,Deportivo,Atletico de Bilbao,2,1,G,P
30764,2010-11,36,Malaga,Sporting de Gijon,2,0,G,P
30765,2010-11,36,Santander,Atletico de Madrid,2,1,G,P
30766,2010-11,36,Almeria,Villarreal,0,0,E,E
30767,2010-11,36,Osasuna,Sevilla,3,2,G,P
30768,2010-11,36,Real Sociedad,Zaragoza,2,1,G,P
30769,2010-11,36,Espanol,Valencia,2,2,E,E
30770,2010-11,36,Levante,Barcelona,1,1,E,E
30771,2010-11,36,Hercules,Mallorca,2,2,E,E
30772,2010-11,37,Almeria,Mallorca,3,1,G,P
30773,2010-11,37,Villarreal,Real Madrid,1,3,P,G
30774,2010-11,37,Getafe,Osasuna,2,0,G,P
