12.0,Real Oviedo,38.0,12.0,11.0,15.0,35.0,1988-89
13.0,Sporting de Gijon,38.0,13.0,9.0,16.0,35.0,1988-89
14.0,Logroñés,38.0,9.0,16.0,13.0,34.0,1988-89
15.0,Cadiz,38.0,9.0,15.0,14.0,33.0,1988-89
16.0,CD Malaga,38.0,12.0,9.0,17.0,33.0,1988-89
17.0,Espanol,38.0,7.0,16.0,15.0,30.0,1988-89
18.0,Real Betis,38.0,9.0,11.0,18.0,29.0,1988-89
19.0,Real Murcia,38.0,9.0,6.0,23.0,24.0,1988-89
20.0,Elche,38.0,4.0,7.0,27.0,15.0,1988-89
1.0,Real Madrid,38.0,26.0,10.0,2.0,62.0,1989-90
2.0,Valencia,38.0,20.0,13.0,5.0,53.0,1989-90
3.0,Barcelona,38.0,23.0,5.0,10.0,51.0,1989-90
4.0,Atletico de Madrid,38.0,20.0,10.0,8.0,50.0,1989-90
5.0,Real Sociedad,38.0,15.0,14.0,9.0,44.0,1989-90
6.0,Sevilla,38.0,18.0,7.0,13.0,43.0,1989-90
7.0,Logroñés,38.0,18.0,5.0,15.0,41.0,1989-90
8.0,Osasuna,38.0,14.0,12.0,12.0,40.0,1989-90
9.0,Zaragoza,38.0,16.0,8.0,14.0,40.0,1989-90
10.0,Mallorca,38.0,11.0,17.0,10.0,39.0,1989-90
11.0,Real Oviedo,38.0,12.0,15.0,11.0,39.0,1989-90
12.0,Athletic Club,38.0,11.0,15.0,12.0,37.0,1989-90
13.0,Sporting de Gijon,38.0,12.0,10.0,16.0,34.0,1989-90
14.0,Castellón,38.0,9.0,14.0,15.0,32.0,1989-90
15.0,Cadiz,38.0,12.0,6.0,20.0,30.0,1989-90
16.0,Real Valladolid,38.0,8.0,14.0,16.0,30.0,1989-90
17.0,CD Malaga,38.0,9.0,10.0,19.0,28.0,1989-90
18.0,Tenerife,38.0,8.0,10.0,20.0,26.0,1989-90
19.0,Celta de Vigo,38.0,5.0,12.0,21.0,22.0,1989-90
20.0,Rayo Vallecano,38.0,6.0,7.0,25.0,19.0,1989-90
1.0,Barcelona,38.0,25.0,7.0,6.0,57.0,1990-91
2.0,Atletico de Madrid,38.0,17.0,13.0,8.0,47.0,1990-91
3.0,Real Madrid,38.0,20.0,6.0,12.0,46.0,1990-91
4.0,Osasuna,38.0,15.0,15.0,8.0,45.0,1990-91
5.0,Sporting de Gijon,38.0,16.0,12.0,10.0,44.0,1990-91
6.0,Real Oviedo,38.0,13.0,16.0,9.0,42.0,1990-91
7.0,Valencia,38.0,15.0,10.0,13.0,40.0,1990-91
